OG Link,Shortened Link (sorted alphabetically),Duplicate?,base_url,duplicated
https://www.proquest.com/docview/2806587353/abstract/699ED3E543144D9EPQ/1710?accountid=14771,https://www.proquest.com/docview/2806587353,Duplicate,https://www.proquest.com/docview/2806587353,Duplicate
https://www.proquest.com/docview/2806587353/abstract/39C38B9E225B4415PQ/683?accountid=14771&sourcetype=Scholarly%20Journals,https://www.proquest.com/docview/2806587353,Duplicate,https://www.proquest.com/docview/2806587353,Duplicate
https://www.proquest.com/docview/2818967634/abstract/86C22B8B775042CFPQ/457?accountid=14771,https://www.proquest.com/docview/2818967634,Unique,https://www.proquest.com/docview/2818967634,Unique
https://www.proquest.com/docview/2819445744/abstract/39C38B9E225B4415PQ/658?accountid=14771&sourcetype=Scholarly%20Journals,https://www.proquest.com/docview/2819445744,Duplicate,https://www.proquest.com/docview/2819445744,Duplicate
https://www.proquest.com/docview/2819445744/abstract/699ED3E543144D9EPQ/1544?accountid=14771,https://www.proquest.com/docview/2819445744,Duplicate,https://www.proquest.com/docview/2819445744,Duplicate
https://www.proquest.com/docview/2819482971/abstract/39C38B9E225B4415PQ/605?accountid=14771,https://www.proquest.com/docview/2819482971,Duplicate,https://www.proquest.com/docview/2819482971,Duplicate
https://www.proquest.com/docview/2819482971/abstract/699ED3E543144D9EPQ/1383?accountid=14771,https://www.proquest.com/docview/2819482971,Duplicate,https://www.proquest.com/docview/2819482971,Duplicate
https://www.proquest.com/docview/2827028034/abstract/39C38B9E225B4415PQ/851?accountid=14771&sourcetype=Scholarly%20Journals,https://www.proquest.com/docview/2827028034,Unique,https://www.proquest.com/docview/2827028034,Unique
https://www.proquest.com/docview/2829870223/abstract/7575FAA4955647FEPQ/691?accountid=14771,https://www.proquest.com/docview/2829870223,Unique,https://www.proquest.com/docview/2829870223,Unique
https://www.proquest.com/docview/2835426888/abstract/7575FAA4955647FEPQ/1321?accountid=14771,https://www.proquest.com/docview/2835426888,Unique,https://www.proquest.com/docview/2835426888,Unique
https://www.proquest.com/docview/2836402273/abstract/E6880F222B744002PQ/1901?accountid=14771,https://www.proquest.com/docview/2836402273,Duplicate,https://www.proquest.com/docview/2836402273,Duplicate
https://www.proquest.com/docview/2836402273/abstract/278790EACCE54AA6PQ/93?accountid=14771,https://www.proquest.com/docview/2836402273,Duplicate,https://www.proquest.com/docview/2836402273,Duplicate
https://www.proquest.com/docview/2836402273/citation/699ED3E543144D9EPQ/1284?accountid=14771,https://www.proquest.com/docview/2836402273,Duplicate,https://www.proquest.com/docview/2836402273,Duplicate
https://www.proquest.com/docview/2844941463/abstract/86C22B8B775042CFPQ/836?accountid=14771,https://www.proquest.com/docview/2844941463,Duplicate,https://www.proquest.com/docview/2844941463,Duplicate
https://www.proquest.com/docview/2844941463/abstract/278790EACCE54AA6PQ/1121?accountid=14771,https://www.proquest.com/docview/2844941463,Duplicate,https://www.proquest.com/docview/2844941463,Duplicate
https://www.proquest.com/docview/2852046534/abstract/699ED3E543144D9EPQ/1678?accountid=14771,https://www.proquest.com/docview/2852046534,Unique,https://www.proquest.com/docview/2852046534,Unique
https://www.proquest.com/docview/2852046676/abstract/278790EACCE54AA6PQ/1742?accountid=14771,https://www.proquest.com/docview/2852046676,Unique,https://www.proquest.com/docview/2852046676,Unique
https://www.proquest.com/docview/2857428802/abstract/699ED3E543144D9EPQ/1054?accountid=14771,https://www.proquest.com/docview/2857428802,Duplicate,https://www.proquest.com/docview/2857428802,Duplicate
https://www.proquest.com/docview/2857428802/abstract/E6880F222B744002PQ/1405?accountid=14771,https://www.proquest.com/docview/2857428802,Duplicate,https://www.proquest.com/docview/2857428802,Duplicate
https://www.proquest.com/docview/2857428802/abstract/39C38B9E225B4415PQ/493?accountid=14771&sourcetype=Scholarly%20Journals,https://www.proquest.com/docview/2857428802,Duplicate,https://www.proquest.com/docview/2857428802,Duplicate
https://www.proquest.com/docview/2861116500/abstract/39C38B9E225B4415PQ/1746?accountid=14771&sourcetype=Scholarly%20Journals,https://www.proquest.com/docview/2861116500,Unique,https://www.proquest.com/docview/2861116500,Unique
https://www.proquest.com/docview/2861116969/abstract/7575FAA4955647FEPQ/492?accountid=14771,https://www.proquest.com/docview/2861116969,Duplicate,https://www.proquest.com/docview/2861116969,Duplicate
https://www.proquest.com/docview/2861116969/abstract/699ED3E543144D9EPQ/1264?accountid=14771,https://www.proquest.com/docview/2861116969,Duplicate,https://www.proquest.com/docview/2861116969,Duplicate
https://www.proquest.com/docview/2861116969/abstract/39C38B9E225B4415PQ/638?accountid=14771&sourcetype=Scholarly%20Journals,https://www.proquest.com/docview/2861116969,Duplicate,https://www.proquest.com/docview/2861116969,Duplicate
https://www.proquest.com/docview/2861308946/abstract/7575FAA4955647FEPQ/1341?accountid=14771,https://www.proquest.com/docview/2861308946,Unique,https://www.proquest.com/docview/2861308946,Unique
https://www.proquest.com/docview/2864587890/abstract/E6880F222B744002PQ/406?accountid=14771,https://www.proquest.com/docview/2864587890,Duplicate,https://www.proquest.com/docview/2864587890,Duplicate
https://www.proquest.com/docview/2864587890/abstract/39C38B9E225B4415PQ/143?accountid=14771,https://www.proquest.com/docview/2864587890,Duplicate,https://www.proquest.com/docview/2864587890,Duplicate
https://www.proquest.com/docview/2864587890/abstract/699ED3E543144D9EPQ/445?accountid=14771,https://www.proquest.com/docview/2864587890,Duplicate,https://www.proquest.com/docview/2864587890,Duplicate
https://www.proquest.com/docview/2865455552/citation/7575FAA4955647FEPQ/149?accountid=14771,https://www.proquest.com/docview/2865455552,Duplicate,https://www.proquest.com/docview/2865455552,Duplicate
https://www.proquest.com/docview/2865455552/abstract/1B026C73F2494CBCPQ/108?accountid=14771,https://www.proquest.com/docview/2865455552,Duplicate,https://www.proquest.com/docview/2865455552,Duplicate
https://www.proquest.com/docview/2865455552/citation/E6880F222B744002PQ/340?accountid=14771,https://www.proquest.com/docview/2865455552,Duplicate,https://www.proquest.com/docview/2865455552,Duplicate
https://www.proquest.com/docview/2865455552/abstract/699ED3E543144D9EPQ/553?accountid=14771,https://www.proquest.com/docview/2865455552,Duplicate,https://www.proquest.com/docview/2865455552,Duplicate
https://www.proquest.com/docview/2867916251/abstract/39C38B9E225B4415PQ/1027?accountid=14771&sourcetype=Scholarly%20Journals,https://www.proquest.com/docview/2867916251,Unique,https://www.proquest.com/docview/2867916251,Unique
https://www.proquest.com/docview/2869472774/citation/7575FAA4955647FEPQ/444?accountid=14771,https://www.proquest.com/docview/2869472774,Duplicate,https://www.proquest.com/docview/2869472774,Duplicate
https://www.proquest.com/docview/2869472774/abstract/39C38B9E225B4415PQ/531?accountid=14771&sourcetype=Scholarly%20Journals,https://www.proquest.com/docview/2869472774,Duplicate,https://www.proquest.com/docview/2869472774,Duplicate
https://www.proquest.com/docview/2869472774/abstract/E6880F222B744002PQ/1861?accountid=14771,https://www.proquest.com/docview/2869472774,Duplicate,https://www.proquest.com/docview/2869472774,Duplicate
https://www.proquest.com/docview/2869472774/abstract/699ED3E543144D9EPQ/1377?accountid=14771,https://www.proquest.com/docview/2869472774,Duplicate,https://www.proquest.com/docview/2869472774,Duplicate
https://www.proquest.com/docview/2870101217/citation/278790EACCE54AA6PQ/274?accountid=14771,https://www.proquest.com/docview/2870101217,Duplicate,https://www.proquest.com/docview/2870101217,Duplicate
https://www.proquest.com/docview/2870101217/citation/7575FAA4955647FEPQ/1500?accountid=14771,https://www.proquest.com/docview/2870101217,Duplicate,https://www.proquest.com/docview/2870101217,Duplicate
https://www.proquest.com/docview/2878156330/abstract/39C38B9E225B4415PQ/936?accountid=14771&sourcetype=Scholarly%20Journals,https://www.proquest.com/docview/2878156330,Duplicate,https://www.proquest.com/docview/2878156330,Duplicate
https://www.proquest.com/docview/2878156330/abstract/B74393533E064F01PQ/746?accountid=14771,https://www.proquest.com/docview/2878156330,Duplicate,https://www.proquest.com/docview/2878156330,Duplicate
https://www.proquest.com/docview/2878156330/abstract/7575FAA4955647FEPQ/578?accountid=14771,https://www.proquest.com/docview/2878156330,Duplicate,https://www.proquest.com/docview/2878156330,Duplicate
https://www.proquest.com/docview/2883514448/abstract/39C38B9E225B4415PQ/1026?accountid=14771,https://www.proquest.com/docview/2883514448,Duplicate,https://www.proquest.com/docview/2883514448,Duplicate
https://www.proquest.com/docview/2883514448/citation/7575FAA4955647FEPQ/744?accountid=14771,https://www.proquest.com/docview/2883514448,Duplicate,https://www.proquest.com/docview/2883514448,Duplicate
https://www.proquest.com/docview/2888376369/abstract/278790EACCE54AA6PQ/608?accountid=14771,https://www.proquest.com/docview/2888376369,Unique,https://www.proquest.com/docview/2888376369,Unique
https://www.proquest.com/docview/2890444512/citation/39C38B9E225B4415PQ/750?accountid=14771,https://www.proquest.com/docview/2890444512,Duplicate,https://www.proquest.com/docview/2890444512,Duplicate
https://www.proquest.com/docview/2890444512/fulltextwithgraphics/B74393533E064F01PQ/665?accountid=14771,https://www.proquest.com/docview/2890444512,Duplicate,https://www.proquest.com/docview/2890444512,Duplicate
https://www.proquest.com/docview/2890444512/abstract/7575FAA4955647FEPQ/695?accountid=14771,https://www.proquest.com/docview/2890444512,Duplicate,https://www.proquest.com/docview/2890444512,Duplicate
https://www.proquest.com/docview/2894252872/abstract/39C38B9E225B4415PQ/902?accountid=14771&sourcetype=Working%20Papers,https://www.proquest.com/docview/2894252872,Unique,https://www.proquest.com/docview/2894252872,Unique
https://www.proquest.com/docview/2901470922/abstract/86C22B8B775042CFPQ/1202?accountid=14771,https://www.proquest.com/docview/2901470922,Unique,https://www.proquest.com/docview/2901470922,Unique
https://www.proquest.com/docview/2904920032/fulltext/699ED3E543144D9EPQ/416?accountid=14771,https://www.proquest.com/docview/2904920032,Duplicate,https://www.proquest.com/docview/2904920032,Duplicate
https://www.proquest.com/docview/2904920032/abstract/E6880F222B744002PQ/267?accountid=14771,https://www.proquest.com/docview/2904920032,Duplicate,https://www.proquest.com/docview/2904920032,Duplicate
https://www.proquest.com/docview/2904920032/citation/7575FAA4955647FEPQ/139?accountid=14771,https://www.proquest.com/docview/2904920032,Duplicate,https://www.proquest.com/docview/2904920032,Duplicate
https://www.proquest.com/docview/2914282291/abstract/86C22B8B775042CFPQ/248?accountid=14771,https://www.proquest.com/docview/2914282291,Unique,https://www.proquest.com/docview/2914282291,Unique
https://www.proquest.com/docview/2914282827/abstract/278790EACCE54AA6PQ/1118?accountid=14771,https://www.proquest.com/docview/2914282827,Unique,https://www.proquest.com/docview/2914282827,Unique
https://www.proquest.com/docview/2914285716/abstract/7575FAA4955647FEPQ/1252?accountid=14771,https://www.proquest.com/docview/2914285716,Unique,https://www.proquest.com/docview/2914285716,Unique
https://www.proquest.com/docview/2917627838/citation/7575FAA4955647FEPQ/1129?accountid=14771,https://www.proquest.com/docview/2917627838,Unique,https://www.proquest.com/docview/2917627838,Unique
https://www.proquest.com/docview/2920620126/abstract/699ED3E543144D9EPQ/689?accountid=14771,https://www.proquest.com/docview/2920620126,Duplicate,https://www.proquest.com/docview/2920620126,Duplicate
https://www.proquest.com/docview/2920620126/abstract/E6880F222B744002PQ/499?accountid=14771,https://www.proquest.com/docview/2920620126,Duplicate,https://www.proquest.com/docview/2920620126,Duplicate
https://www.proquest.com/docview/2920620126/citation/39C38B9E225B4415PQ/202?accountid=14771,https://www.proquest.com/docview/2920620126,Duplicate,https://www.proquest.com/docview/2920620126,Duplicate
https://www.proquest.com/docview/2929057909/abstract/39C38B9E225B4415PQ/1025?accountid=14771&sourcetype=Scholarly%20Journals,https://www.proquest.com/docview/2929057909,Duplicate,https://www.proquest.com/docview/2929057909,Duplicate
https://www.proquest.com/docview/2929057909/abstract/B74393533E064F01PQ/630?accountid=14771,https://www.proquest.com/docview/2929057909,Duplicate,https://www.proquest.com/docview/2929057909,Duplicate
https://www.proquest.com/docview/2929057909/abstract/7575FAA4955647FEPQ/541?accountid=14771,https://www.proquest.com/docview/2929057909,Duplicate,https://www.proquest.com/docview/2929057909,Duplicate
https://www.proquest.com/docview/2933477954/abstract/278790EACCE54AA6PQ/1464?accountid=14771,https://www.proquest.com/docview/2933477954,Unique,https://www.proquest.com/docview/2933477954,Unique
https://www.proquest.com/docview/3003350793/abstract/278790EACCE54AA6PQ/396?accountid=14771,https://www.proquest.com/docview/3003350793,Unique,https://www.proquest.com/docview/3003350793,Unique
https://www.proquest.com/docview/3020232085/abstract/718EB52415214AF0PQ/1310?accountid=14771,https://www.proquest.com/docview/3020232085,Unique,https://www.proquest.com/docview/3020232085,Unique
https://www.proquest.com/docview/3030972008/abstract/699ED3E543144D9EPQ/1846?accountid=14771,https://www.proquest.com/docview/3030972008,Unique,https://www.proquest.com/docview/3030972008,Unique
https://www.proquest.com/docview/3034244076/abstract/718EB52415214AF0PQ/1353?accountid=14771,https://www.proquest.com/docview/3034244076,Unique,https://www.proquest.com/docview/3034244076,Unique
https://www.proquest.com/docview/3038811383/abstract/86C22B8B775042CFPQ/1531?accountid=14771,https://www.proquest.com/docview/3038811383,Unique,https://www.proquest.com/docview/3038811383,Unique
https://www.proquest.com/docview/3046239920/abstract/7575FAA4955647FEPQ/1359?accountid=14771,https://www.proquest.com/docview/3046239920,Unique,https://www.proquest.com/docview/3046239920,Unique
https://www.proquest.com/docview/3046353893/abstract/278790EACCE54AA6PQ/1485?accountid=14771,https://www.proquest.com/docview/3046353893,Unique,https://www.proquest.com/docview/3046353893,Unique
https://www.proquest.com/docview/3051427612/abstract/39C38B9E225B4415PQ/1177?accountid=14771&sourcetype=Scholarly%20Journals,https://www.proquest.com/docview/3051427612,Unique,https://www.proquest.com/docview/3051427612,Unique
https://www.proquest.com/docview/3053154481/abstract/699ED3E543144D9EPQ/995?accountid=14771,https://www.proquest.com/docview/3053154481,Duplicate,https://www.proquest.com/docview/3053154481,Duplicate
https://www.proquest.com/docview/3053154481/abstract/E6880F222B744002PQ/874?accountid=14771,https://www.proquest.com/docview/3053154481,Duplicate,https://www.proquest.com/docview/3053154481,Duplicate
https://www.proquest.com/docview/3053994597/abstract/278790EACCE54AA6PQ/1224?accountid=14771,https://www.proquest.com/docview/3053994597,Unique,https://www.proquest.com/docview/3053994597,Unique
https://www.proquest.com/docview/3055535188/abstract/699ED3E543144D9EPQ/1326?accountid=14771,https://www.proquest.com/docview/3055535188,Duplicate,https://www.proquest.com/docview/3055535188,Duplicate
https://www.proquest.com/docview/3055535188/abstract/E6880F222B744002PQ/1299?accountid=14771,https://www.proquest.com/docview/3055535188,Duplicate,https://www.proquest.com/docview/3055535188,Duplicate
https://www.proquest.com/docview/3055535188/fulltext/39C38B9E225B4415PQ/428?accountid=14771&sourcetype=Scholarly%20Journals,https://www.proquest.com/docview/3055535188,Duplicate,https://www.proquest.com/docview/3055535188,Duplicate
https://www.proquest.com/docview/3058858076/abstract/86C22B8B775042CFPQ/1505?accountid=14771,https://www.proquest.com/docview/3058858076,Unique,https://www.proquest.com/docview/3058858076,Unique
https://www.proquest.com/docview/3060766232/abstract/699ED3E543144D9EPQ/700?accountid=14771,https://www.proquest.com/docview/3060766232,Duplicate,https://www.proquest.com/docview/3060766232,Duplicate
https://www.proquest.com/docview/3060766232/abstract/E6880F222B744002PQ/555?accountid=14771,https://www.proquest.com/docview/3060766232,Duplicate,https://www.proquest.com/docview/3060766232,Duplicate
https://www.proquest.com/docview/3062796149/abstract/39C38B9E225B4415PQ/51?accountid=14771,https://www.proquest.com/docview/3062796149,Duplicate,https://www.proquest.com/docview/3062796149,Duplicate
https://www.proquest.com/docview/3062796149/abstract/699ED3E543144D9EPQ/202?accountid=14771,https://www.proquest.com/docview/3062796149,Duplicate,https://www.proquest.com/docview/3062796149,Duplicate
https://www.proquest.com/docview/3067383055/abstract/278790EACCE54AA6PQ/1665?accountid=14771,https://www.proquest.com/docview/3067383055,Unique,https://www.proquest.com/docview/3067383055,Unique
https://www.proquest.com/docview/3070820025/abstract/7575FAA4955647FEPQ/353?accountid=14771,https://www.proquest.com/docview/3070820025,Duplicate,https://www.proquest.com/docview/3070820025,Duplicate
https://www.proquest.com/docview/3070820025/abstract/B74393533E064F01PQ/356?accountid=14771,https://www.proquest.com/docview/3070820025,Duplicate,https://www.proquest.com/docview/3070820025,Duplicate
https://www.proquest.com/docview/3070820025/abstract/86C22B8B775042CFPQ/169?accountid=14771,https://www.proquest.com/docview/3070820025,Duplicate,https://www.proquest.com/docview/3070820025,Duplicate
https://www.proquest.com/docview/3070820025/abstract/39C38B9E225B4415PQ/323?accountid=14771,https://www.proquest.com/docview/3070820025,Duplicate,https://www.proquest.com/docview/3070820025,Duplicate
https://www.proquest.com/docview/3070820025/abstract/E6880F222B744002PQ/1070?accountid=14771,https://www.proquest.com/docview/3070820025,Duplicate,https://www.proquest.com/docview/3070820025,Duplicate
https://www.proquest.com/docview/3070820025/abstract/699ED3E543144D9EPQ/1202?accountid=14771,https://www.proquest.com/docview/3070820025,Duplicate,https://www.proquest.com/docview/3070820025,Duplicate
https://www.proquest.com/docview/614511379/abstract/86C22B8B775042CFPQ/1456?accountid=14771,https://www.proquest.com/docview/614511379/,Unique,https://www.proquest.com/docview/614511379,Unique
https://www.proquest.com/docview/759132435/abstract/699ED3E543144D9EPQ/512?accountid=14771,https://www.proquest.com/docview/759132435/,Unique,https://www.proquest.com/docview/759132435,Unique
https://www.proquest.com/docview/848966603/abstract/86C22B8B775042CFPQ/152?accountid=14771,https://www.proquest.com/docview/848966603/,Duplicate,https://www.proquest.com/docview/848966603,Duplicate
https://www.proquest.com/docview/848966603/abstract/39C38B9E225B4415PQ/564?accountid=14771,https://www.proquest.com/docview/848966603/,Duplicate,https://www.proquest.com/docview/848966603,Duplicate
https://www.proquest.com/docview/848966603/abstract/699ED3E543144D9EPQ/1892?accountid=14771,https://www.proquest.com/docview/848966603/,Duplicate,https://www.proquest.com/docview/848966603,Duplicate
https://www.proquest.com/docview/848966603/citation/B74393533E064F01PQ/576?accountid=14771,https://www.proquest.com/docview/848966603/,Duplicate,https://www.proquest.com/docview/848966603,Duplicate
